Reservation_No,DateMade_Short,Arrive_Date_Short,Nights,TotalRate,Room Type,Room,City,State,Zip Code,Rate_Type
12162,8/12/2018,18/01/2019,2,216,Double ,101,Sankt Jakob Im Rosental,,9184,Booking.com
15017,19/07/2019,27/07/2019,4,352,Premier King,105,,,,Best Available Rate
12164,8/12/2018,8/12/2018,1,108,Upscale King,211,,,,Best Available Rate
12168,9/12/2018,10/12/2018,4,312,King,212,,,,Best Available Rate
12169,9/12/2018,14/12/2018,1,81,King,107,,,,Expedia
12170,10/12/2018,18/01/2019,2,432, , ,,,,Booking.com
12177,11/12/2018,11/12/2018,4,295,Double ,210,,,,Best Available Rate
12188,11/12/2018,15/12/2018,1,98,Sweetheart King,102,,,,Best Available Rate
12190,11/12/2018,18/01/2019,2,216,King,207,,,,Booking.com
12205,13/12/2018,13/12/2018,1,88,Upscale Jacuzzi King,111,,,,Best Available Rate
12195,12/12/2018,12/12/2018,1,63.96,Double ,209,,,,Best Available Rate
12197,12/12/2018,12/12/2018,1,58,Double ,104,,,,Expedia
12198,12/12/2018,23/12/2018,1,66,Double ,109,,,,Expedia
12207,13/12/2018,13/12/2018,1,59.04,King,201,,,,Best Available Rate
12208,13/12/2018,26/12/2018,6,728,Double ,108,,,,Booking.com
12212,13/12/2018,14/12/2018,1,98,Double ,104,,,,Booking.com
12213,14/12/2018,22/12/2018,1,88,Sweetheart King,102,,,,Best Available Rate
12214,14/12/2018,14/12/2018,1,98,Upscale King,211,Tallahassee,,32301,Booking.com
12216,14/12/2018,15/12/2018,1,98,Upscale Jacuzzi King,111,,,,Best Available Rate
12217,14/12/2018,14/12/2018,1,73.5,King,204,,,,Expedia
12218,14/12/2018,2/1/2019,2,162,King,103,,,,Expedia
12219,14/12/2018,14/12/2018,2,147,Double ,209,,,,Expedia
12221,14/12/2018,14/12/2018,1,88,Double ,206,,,,Best Available Rate
12224,14/12/2018,31/01/2019,1,81,Double ,104,,,,Expedia
12225,14/12/2018,31/01/2019,1,81,Double ,108,,,,Expedia
12227,14/12/2018,15/12/2018,1,85.36,Double ,106,,,,Best Available Rate
12228,14/12/2018,25/12/2018,3,256.08,King,201,,,,Best Available Rate
12231,14/12/2018,15/12/2018,2,161.02,Upscale King,112,,,,Best Available Rate
12235,15/12/2018,29/12/2018,1,95.06,Double ,109,Bismarck,ND,,Best Available Rate
12236,15/12/2018,16/12/2018,1,65.96,Double ,206,,,,Best Available Rate
12237,15/12/2018,15/12/2018,1,69.7,King,201,,,,Best Available Rate
12238,16/12/2018,26/12/2018,2,156,King,212,,,,Best Available Rate
12239,16/12/2018,3/1/2019,5,405,King,203,,,,Expedia
12240,16/12/2018,16/12/2018,1,78,King,204,.,,,Booking.com
12241,16/12/2018,16/12/2018,1,61.5,Double ,104,,,,Best Available Rate
12242,16/12/2018,11/1/2019,2,162,King,107,,,,Expedia
12243,17/12/2018,16/12/2018,1,78,Double ,210,,,,Best Available Rate
12245,17/12/2018,4/1/2019,3,243,King,103,,,,Expedia
12246,17/12/2018,17/12/2018,2,116,King,107,,,,Expedia
12247,17/12/2018,2/1/2019,2,162,King,201,,,,Expedia
12248,17/12/2018,3/1/2019,1,98,Sweetheart King,102,,,,Best Available Rate
12249,17/12/2018,31/12/2018,1,88.5,Double ,104,,,,Expedia
12252,18/12/2018,3/1/2019,1,81,King,202,,,,Expedia
12253,18/12/2018,18/12/2018,1,58,King,201,,,,Expedia
12255,18/12/2018,18/12/2018,1,68,Upscale Jacuzzi King,111,,,,Best Available Rate
12257,18/12/2018,1/3/2019,2,196,Double ,208,,,,Best Available Rate
12261,18/12/2018,6/3/2019,1,103.5,King,201,,,,Expedia
12262,18/12/2018,28/12/2018,5,390,Double ,106,,,,Best Available Rate
12265,18/12/2018,30/12/2018,1,88.5,Upscale King,112,,,,Expedia
12266,19/12/2018,19/12/2018,1,0,Double ,106,,,,Comped Rate
12267,19/12/2018,9/1/2019,3,243,King,203,,,,Expedia
12268,19/12/2018,19/12/2018,2,136,Double ,108,,,,Best Available Rate
12269,19/12/2018,29/12/2018,1,133,King,203,,,,Booking.com
12271,19/12/2018,19/12/2018,1,68,King,201,,,,Best Available Rate
12272,19/12/2018,22/12/2018,2,146,Double ,106,,,,Best Available Rate
12273,19/12/2018,5/1/2019,1,108,King,107,,,,Booking.com
12275,20/12/2018,4/1/2019,2,166.5,Double ,106,,,,Expedia
12277,20/12/2018,22/12/2018,2,139.5,King,202,,,,Expedia
12278,20/12/2018,20/12/2018,1,65.96,Double ,106,,,,Best Available Rate
12280,20/12/2018,17/01/2019,1,216,King,204,,,,Booking.com
12285,21/12/2018,17/01/2019,1,83.25,Double ,101,,,,Expedia
12286,21/12/2018,18/01/2019,2,166.5,Double ,206,,,,Expedia
12287,21/12/2018,3/2/2019,2,256,King,103,,,,Best Available Rate
12290,21/12/2018,28/12/2018,1,118,King,203,,,,Best Available Rate
12291,21/12/2018,21/12/2018,1,65.96,Premier King,110,,,,Best Available Rate
12294,21/12/2018,21/12/2018,1,61.5,Double ,206,,,,Best Available Rate
12295,21/12/2018,21/12/2018,1,61.5,King,201,,,,Best Available Rate
12296,21/12/2018,22/12/2018,1,68,Double ,108,,,,Best Available Rate
12297,21/12/2018,21/12/2018,1,78,Sweetheart King,102,,,,Booking.com
12298,21/12/2018,21/12/2018,1,68,King,107,,,,Best Available Rate
12301,22/12/2018,30/12/2018,1,128,Double ,206,,,,Booking.com
12302,22/12/2018,22/12/2018,1,58,Upscale King,112,,,,Expedia
12303,22/12/2018,22/12/2018,1,78,Double ,209,,,,Booking.com
12304,22/12/2018,22/12/2018,1,58,King,107,,,,Expedia
12306,22/12/2018,22/12/2018,1,65.96,King,201,,,,Best Available Rate
12307,22/12/2018,22/12/2018,1,78,King,203,Oxford,,ox41en,Booking.com
12308,22/12/2018,22/12/2018,1,68,King,204,,,,Best Available Rate
12310,23/12/2018,22/12/2018,1,75,King,207,,,,Best Available Rate
12311,23/12/2018,22/12/2018,1,53,King,212,,,,Expedia
12312,23/12/2018,22/12/2018,1,73,Double ,206,,,,Best Available Rate
12317,23/12/2018,23/12/2018,1,73,King,203,Oxford,,ox41en,Booking.com
12314,23/12/2018,9/2/2019,1,109.5,Double ,209,,,,Expedia
12315,23/12/2018,23/12/2018,1,53,King,107,,,,Expedia
12316,23/12/2018,23/12/2018,1,53,Premier King,110,,,,Expedia
12319,23/12/2018,24/12/2018,1,53,Double ,108,,,,Expedia
12320,23/12/2018,17/01/2019,3,251.75,King,212,,,,Expedia
12321,23/12/2018,23/12/2018,1,88,Sweetheart King,102,,,,Best Available Rate
12322,24/12/2018,3/1/2019,4,318,Double ,108,,,,Expedia
12323,24/12/2018,18/01/2019,2,226,Upscale King,112,,,,Best Available Rate
12324,24/12/2018,24/12/2018,2,141.62,Double ,106,,,,Best Available Rate
12325,24/12/2018,31/12/2018,1,92.25,Double ,109,,,,Expedia
12357,28/12/2018,27/12/2018,1,62.25,King,107,,,,Best Available Rate
12328,25/12/2018,23/02/2019,1,109.5,Double ,210,,,,Expedia
12329,26/12/2018,18/01/2019,2,154.5,King,201,,,,Expedia
12332,26/12/2018,26/12/2018,1,62.25,King,107,,,,Expedia
12335,26/12/2018,3/1/2019,3,354,Upscale King,112,,,,Best Available Rate
12411,26/12/2018,30/12/2018,2,246,Double ,210,.,,,Booking.com
12338,26/12/2018,29/12/2018,1,92.25,King,202,,,,Expedia
12339,27/12/2018,28/12/2018,1,138,Upscale King,112,,,,Best Available Rate
12340,27/12/2018,29/12/2018,2,228.92,King,201,,,,Best Available Rate
12341,27/12/2018,27/12/2018,1,75.66,King,202,,,,Best Available Rate
12342,27/12/2018,9/1/2019,3,231.75,King,202,,,,Expedia
12345,27/12/2018,17/01/2019,2,206,King,103,,,,Booking.com
12346,27/12/2018,31/12/2018,1,100.86,King,204,,,,Best Available Rate
12377,28/12/2018,28/12/2018,1,84.46,King,207,,,,Best Available Rate
12348,27/12/2018,28/12/2018,3,235.5,Upscale King,211,,,,Expedia
12349,27/12/2018,31/12/2018,1,103,King,107,,,,Booking.com
12350,27/12/2018,29/12/2018,1,123,Sweetheart King,102,Fort Myers,,33967,Booking.com
12351,27/12/2018,18/01/2019,2,206,King,107,Northwood,,3261,Booking.com
12352,28/12/2018,15/03/2019,1,143,Premier King,105,,,,Booking.com
12448,2/1/2019,2/1/2019,1,78,King,207,jersey city,,7302,Best Available Rate
12355,28/12/2018,28/12/2018,1,77.25,King,201,,,,Expedia
12390,29/12/2018,29/12/2018,1,95.06,King,107,,,,Best Available Rate
12360,28/12/2018,28/12/2018,1,95.06,King,202,,,,Best Available Rate
12361,28/12/2018,29/12/2018,1,236, , ,Wil,,9500,Booking.com
12364,28/12/2018,28/12/2018,1,98,King,204,,,,Best Available Rate
12429,31/12/2018,1/1/2019,1,70.2,King,107,Elk,,99009,Military Per Diem Rate
12368,28/12/2018,29/12/2018,1,133,King,207,,,,Booking.com
12369,28/12/2018,28/12/2018,1,118,Upscale Jacuzzi King,111,,,,Best Available Rate
12370,28/12/2018,28/12/2018,1,103,King,212,,,,Booking.com
12374,28/12/2018,20/12/2018,9,92.7,Sweetheart King,102,SHANGHAI,,200335,Booking.com
12376,28/12/2018,28/12/2018,1,98,Double ,209,,,,Best Available Rate
12378,28/12/2018,31/12/2018,2,196,Double ,101,,,,Booking.com
12379,28/12/2018,29/12/2018,1,133,Double ,209,Norwalk,,6854,Booking.com
12384,28/12/2018,31/12/2018,1,103,King,202,Norwalk,,6854,Booking.com
12388,29/12/2018,29/12/2018,1,133.2,Upscale King,112,,,,Military Per Diem Rate
12386,29/12/2018,29/12/2018,1,94.3,Upscale Jacuzzi King,111,,,,Best Available Rate
12391,29/12/2018,31/12/2018,1,95.06,Premier King,110,,,,Best Available Rate
12363,28/12/2018,29/12/2018,1,133,King,204,,,,Booking.com
12392,29/12/2018,10/1/2019,1,79.5,Double ,206,,,,Expedia
12393,29/12/2018,31/12/2018,1,95.06,King,201,,,,Best Available Rate
12397,29/12/2018,30/12/2018,2,190.12,King,203,,,,Best Available Rate
12398,29/12/2018,31/12/2018,1,128,Upscale King,211,,,,Best Available Rate
12399,30/12/2018,29/12/2018,1,118,Double ,210,,,,Best Available Rate
12402,30/12/2018,30/12/2018,2,236,Double ,209,,,,Booking.com
12404,30/12/2018,31/12/2018,0,118,King,212,,,,Best Available Rate
12405,30/12/2018,30/12/2018,1,95.86,Double ,109,,,,Best Available Rate
12412,30/12/2018,31/12/2018,1,84.46,Double ,206,,,,Best Available Rate
12414,30/12/2018,3/1/2019,3,231.75,King,204,,,,Expedia
12415,31/12/2018,5/1/2019,1,103,King,201,,,,Booking.com
12417,31/12/2018,3/1/2019,2,139.5,King,107,,,,Expedia
12422,31/12/2018,24/01/2019,1,686,Upscale King,211,,,,Best Available Rate
12425,31/12/2018,24/01/2019,4,686,King,201,,,,Best Available Rate
12427,31/12/2018,19/01/2019,1,88.2,Premier King,110,,,,Best Available Rate
12428,31/12/2018,31/12/2018,1,95.06,King,103,,,,Best Available Rate
12430,1/1/2019,11/1/2019,2,154.5,King,207,,,,Expedia
12431,1/1/2019,31/12/2018,1,98,King,212,,,,Best Available Rate
12432,1/1/2019,10/1/2019,1,103,Premier King,110,,,,Booking.com
12433,1/1/2019,1/3/2019,1,168,Premier King,110,,,,Best Available Rate
12434,1/1/2019,11/1/2019,1,103,Double ,109,.,,N&#47;A,Booking.com
12435,1/1/2019,13/01/2019,1,98,King,103,,,,Best Available Rate
12436,1/1/2019,22/02/2019,2,219,Double ,101,,,,Expedia
12437,1/1/2019,1/1/2019,1,83,King,103,.,,,Booking.com
12438,1/1/2019,2/1/2019,1,83,Double ,108,Iowa City,,,Booking.com
12439,1/1/2019,7/1/2019,1,93,Double ,101,Iowa City,,,Booking.com
12440,1/1/2019,1/1/2019,1,78,King,205,,,,Best Available Rate
12441,1/1/2019,4/1/2019,2,372, , ,,,,Booking.com
12444,2/1/2019,10/1/2019,2,147,King,103,,,,Expedia
12445,2/1/2019,11/1/2019,2,154.5,King,204,,,,Expedia
12446,2/1/2019,2/1/2019,1,62.25,King,204,,,,Expedia
12447,2/1/2019,2/1/2019,1,62.25,King,203,,,,Expedia
12449,2/1/2019,16/02/2019,1,107.25,King,203,,,,Expedia
12450,2/1/2019,19/01/2019,1,92.25,King,103,,,,Expedia
12451,2/1/2019,2/1/2019,1,62.25,King,107,,,,Expedia
12452,2/1/2019,2/1/2019,1,98,Sweetheart King,102,,,,Best Available Rate
12454,3/1/2019,4/1/2019,2,176,Double ,109,,,,Best Available Rate
12455,3/1/2019,10/1/2019,2,147,King,212,,,,Expedia
12561,9/1/2019,9/1/2019,1,0,King,205,,,,Best Available Rate
12457,3/1/2019,3/1/2019,1,53,Double ,104,,,,Expedia
12460,3/1/2019,5/1/2019,1,85.36,Double ,206,,,,Best Available Rate
12461,3/1/2019,3/1/2019,1,75.66,Upscale Jacuzzi King,111,,,,Best Available Rate
12462,3/1/2019,4/1/2019,1,85.36,Premier King,110,,,,Best Available Rate
12463,3/1/2019,4/1/2019,1,85.36,King,201,,,,Best Available Rate
15362,31/08/2019,30/08/2019,2,160,Sweetheart King,102,,,,Best Available Rate
12465,3/1/2019,25/01/2019,2,510,Double ,106,,,,Best Available Rate
12466,3/1/2019,3/1/2019,1,75,King,212,,,,Best Available Rate
12467,4/1/2019,2/2/2019,1,107.25,King,201,,,,Expedia
12468,4/1/2019,7/1/2019,1,70.4,King,201,,,,Best Available Rate
12469,4/1/2019,10/1/2019,1,85.36,Upscale King,211,,,,Best Available Rate
12470,4/1/2019,13/01/2019,2,196,Upscale King,112,,,,Best Available Rate
12474,4/1/2019,9/2/2019,1,107.25,King,212,,,,Expedia
12475,4/1/2019,25/01/2019,2,390.75,Double ,206,,,,Expedia
12599,12/1/2019,15/01/2019,1,78,Double ,106,,,,Best Available Rate
12477,4/1/2019,4/1/2019,1,69.75,Double ,209,,,,Expedia
12479,4/1/2019,4/1/2019,1,88,King,207,,,,Best Available Rate
12754,23/01/2019,8/2/2019,1,0,King,107,,,,Comped Rate
12481,4/1/2019,10/1/2019,2,186,Double ,210,,,,Best Available Rate
12482,4/1/2019,4/4/2019,3,314.25,King,202,,,,Expedia
12483,4/1/2019,13/01/2019,1,98,Double ,104,,,,Best Available Rate
12484,4/1/2019,31/01/2019,3,374,King,202,,,,Best Available Rate
12485,4/1/2019,4/1/2019,1,62.25,King,212,,,,Expedia
12486,4/1/2019,4/1/2019,1,88,Upscale Jacuzzi King,111,,,,Best Available Rate
12489,5/1/2019,5/1/2019,1,98,Upscale Jacuzzi King,111,,,,Best Available Rate
12490,5/1/2019,15/02/2019,2,216,Premier King,110,,,,Best Available Rate
12492,5/1/2019,1/2/2019,2,276,Double ,101,,,,Best Available Rate
12493,5/1/2019,6/1/2019,1,98,Upscale King,211,,,,Best Available Rate
12496,5/1/2019,9/2/2019,1,138,King,205,,,,Best Available Rate
12497,5/1/2019,17/01/2019,3,359,King,203,,,,Booking.com
12499,5/1/2019,5/1/2019,1,69.75,King,205,,,,Expedia
12500,5/1/2019,9/2/2019,2,276,Double ,101,,,,Booking.com
12501,5/1/2019,5/1/2019,1,98,King,212,,,,Best Available Rate
12502,5/1/2019,5/1/2019,1,68.06,Double ,209,,,,Best Available Rate
12755,23/01/2019,30/01/2019,1,98,Sweetheart King,102,,,,Best Available Rate
12505,6/1/2019,6/1/2019,1,73,Double ,106,,,,Booking.com
12507,6/1/2019,16/01/2019,1,79.5,Double ,106,,,,Expedia
12508,6/1/2019,24/01/2019,3,468,King,212,,,,Expedia
12510,6/1/2019,6/1/2019,1,55.76,King,205,,,,Best Available Rate
12511,6/1/2019,6/1/2019,1,55.76,King,201,,,,Booking.com
12512,6/1/2019,6/1/2019,1,0,King,107,,,,Comped Rate
12513,6/1/2019,29/01/2019,3,196,King,103,,,,Best Available Rate
12514,6/1/2019,6/1/2019,1,68,Double ,210,,,,Best Available Rate
15110,31/07/2019,1/8/2019,3,0,Double ,109,,,,Best Available Rate
12516,6/1/2019,6/1/2019,1,53,Double ,109,,,,Expedia
12517,6/1/2019,23/03/2019,1,143,King,204,,,,Booking.com
12518,6/1/2019,10/1/2019,2,147,King,205,,,,Expedia
12586,10/1/2019,10/1/2019,1,88,King,204,,,,Best Available Rate
12522,7/1/2019,10/1/2019,3,598, , ,,,,Booking.com
12525,7/1/2019,8/1/2019,1,78,Double ,104,,,,Best Available Rate
12528,7/1/2019,18/01/2019,1,118,King,205,,,,Best Available Rate
12529,7/1/2019,7/1/2019,1,73,Double ,108,,,,Best Available Rate
12531,7/1/2019,25/01/2019,2,510,Upscale Jacuzzi King,111,,,,Best Available Rate
12532,7/1/2019,20/02/2019,1,99.75,Sweetheart King,102,,,,Expedia
12536,7/1/2019,1/2/2019,2,276,Double ,106,,,,Best Available Rate
12537,7/1/2019,7/1/2019,1,88,Upscale Jacuzzi King,111,,,,Best Available Rate
12538,7/1/2019,8/1/2019,1,53,Double ,109,,,,Expedia
12540,7/1/2019,9/1/2019,3,334,Upscale King,112,,,,Best Available Rate
12541,7/1/2019,8/1/2019,1,53,Double ,210,,,,Expedia
15230,14/08/2019,25/08/2019,7,395,King,103,,,,Best Available Rate
12544,8/1/2019,8/1/2019,2,146,Double ,101,,,,Best Available Rate
12545,8/1/2019,9/1/2019,3,236.68,Double ,106,,,,Best Available Rate
12546,8/1/2019,9/1/2019,1,53,Double ,108,,,,Expedia
12548,8/1/2019,17/01/2019,1,113,Double ,109,,,,Booking.com
12549,8/1/2019,8/1/2019,1,59.86,King,203,,,,Best Available Rate
12550,8/1/2019,8/1/2019,1,68,Upscale King,112,,,,Best Available Rate
12551,8/1/2019,8/1/2019,1,68,Double ,106,,,,Best Available Rate
12552,8/1/2019,9/1/2019,1,73,King,212,.,,,Booking.com
12553,8/1/2019,10/1/2019,1,77.25,King,201,,,,Expedia
12579,10/1/2019,10/1/2019,1,98,Double ,209,,,,Best Available Rate
12555,8/1/2019,19/01/2019,1,92.25,King,205,,,,Expedia
12556,8/1/2019,8/1/2019,1,78,King,107,,,,Best Available Rate
12557,9/1/2019,9/1/2019,1,68,King,103,,,,Best Available Rate
12558,9/1/2019,17/01/2019,1,108,Double ,108,,,,Best Available Rate
12559,9/1/2019,9/1/2019,1,53,Double ,109,,,,Expedia
12562,9/1/2019,9/1/2019,1,53,King,201,,,,Expedia
12563,9/1/2019,9/1/2019,1,65.96,Premier King,110,,,,Best Available Rate
12567,9/1/2019,26/02/2019,1,99.75,King,205,,,,Expedia
12568,9/1/2019,9/2/2019,3,394,King,201,,,,Best Available Rate
12569,9/1/2019,9/1/2019,1,73,King,107,,,,Best Available Rate
12570,9/1/2019,9/1/2019,1,69.75,Double ,104,,,,Expedia
12571,9/1/2019,9/1/2019,1,98,Upscale Jacuzzi King,111,,,,Best Available Rate
12572,9/1/2019,9/1/2019,1,88,Double ,210,,,,Best Available Rate
12573,9/1/2019,9/1/2019,1,0,Double ,206,,,,Comped Rate
12576,9/1/2019,9/1/2019,1,0,Upscale King,211,,,,Comped Rate
12577,9/1/2019,25/01/2019,2,510,King,204,,,,Best Available Rate
12578,9/1/2019,11/1/2019,1,118,Upscale Jacuzzi King,111,,,,Best Available Rate
12580,10/1/2019,11/2/2019,1,133,Double ,108,Ft Myers,,33908,Booking.com
12581,10/1/2019,10/1/2019,1,78,Upscale Jacuzzi King,111,,,,Best Available Rate
12583,10/1/2019,10/1/2019,1,84.46,Double ,109,,,,Best Available Rate
12584,10/1/2019,11/1/2019,1,98,Double ,209,,,,Best Available Rate
12588,10/1/2019,31/01/2019,3,374,Double ,206,,,,Best Available Rate
12590,10/1/2019,11/1/2019,2,190.12,King,201,,,,Best Available Rate
12591,10/1/2019,13/01/2019,1,75.66,King,201,,,,Best Available Rate
12592,10/1/2019,17/01/2019,3,314,Double ,209,,,,Best Available Rate
12593,11/1/2019,24/03/2019,2,266,King,107,Sparks,,31647,Booking.com
12594,11/1/2019,25/04/2019,1,314.25,King,107,,,,Expedia
12595,11/1/2019,25/02/2019,3,384,King,103,,,,Best Available Rate
12598,12/1/2019,22/01/2019,1,77.25,King,201,,,,Expedia
12600,12/1/2019,12/1/2019,2,124.5,Double ,106,,,,Expedia
12601,12/1/2019,13/01/2019,1,62.25,King,107,,,,Expedia
12602,12/1/2019,12/1/2019,1,75.66,Double ,104,,,,Best Available Rate
12603,12/1/2019,14/01/2019,1,62.25,King,103,,,,Expedia
12605,13/01/2019,31/01/2019,3,298.5,Double ,210,,,,Expedia
12606,13/01/2019,16/02/2019,1,107.25,King,207,,,,Expedia
12607,13/01/2019,15/03/2019,1,143,Double ,101,,,,Booking.com
12608,13/01/2019,8/2/2019,2,286,Double ,206,,,,Booking.com
12610,13/01/2019,14/01/2019,2,166,King,201,,,,Booking.com
12611,14/01/2019,13/01/2019,1,88,Sweetheart King,102,,,,Best Available Rate
12613,14/01/2019,23/02/2019,1,143,King,202,,,,Booking.com
12614,14/01/2019,19/01/2019,1,92.25,King,204,,,,Expedia
12615,14/01/2019,2/3/2019,1,109.5,Double ,109,,,,Expedia
12616,14/01/2019,9/2/2019,1,107.25,King,203,,,,Expedia
12618,14/01/2019,16/01/2019,1,53,King,205,,,,Expedia
12697,18/01/2019,19/01/2019,1,107.59,Upscale Jacuzzi King,111,,,,Best Available Rate
12620,14/01/2019,20/01/2019,1,98,Sweetheart King,102,,,,Best Available Rate
12621,14/01/2019,16/01/2019,1,53,King,204,,,,Expedia
12622,14/01/2019,14/01/2019,1,68,King,202,,,,Best Available Rate
12623,14/01/2019,14/01/2019,1,68,King,212,,,,Best Available Rate
12624,14/01/2019,16/02/2019,2,207,King,103,,,,Expedia
12629,14/01/2019,31/01/2019,3,389,King,203,,,,Booking.com
12630,14/01/2019,31/01/2019,3,374,Double ,109,,,,Best Available Rate
12631,14/01/2019,25/01/2019,2,515.07,Double ,108,,,,Best Available Rate
12632,14/01/2019,31/01/2019,3,374,King,204,,,,Best Available Rate
12636,15/01/2019,20/02/2019,1,148,Upscale King,112,,,,Best Available Rate
12638,15/01/2019,15/01/2019,1,75.66,King,205,,,,Best Available Rate
12639,15/01/2019,15/01/2019,3,234,Double ,104,,,,Best Available Rate
12643,15/01/2019,16/01/2019,1,68,King,207,,,,Best Available Rate
12642,15/01/2019,15/01/2019,1,73,King,107,,,,Booking.com
12644,15/01/2019,15/01/2019,1,59.86,Double ,108,,,,Expedia
12645,15/01/2019,15/01/2019,2,292, , ,,,,Booking.com
12649,15/01/2019,15/01/2019,0,73,King,103,Edison NJ,,8817,Booking.com
12650,15/01/2019,15/01/2019,1,73,Double ,109,,,,Booking.com
12651,15/01/2019,16/01/2019,1,53,Double ,109,,,,Expedia
12652,15/01/2019,20/01/2019,1,114.46,Double ,108,,,,Best Available Rate
12653,15/01/2019,18/01/2019,1,114.46,Premier King,110,,,,Best Available Rate
12656,16/01/2019,18/01/2019,0,128,Upscale King,211,,,,Best Available Rate
12658,16/01/2019,18/01/2019,0,118,Double ,104,,,,Best Available Rate
12661,16/01/2019,29/01/2019,1,103,King,202,,,,Booking.com
12662,16/01/2019,16/01/2019,1,53,Double ,209,,,,Expedia
12663,16/01/2019,16/01/2019,1,98,King,203,,,,Best Available Rate
12685,17/01/2019,17/01/2019,1,88,Double ,206,,,,Best Available Rate
12941,5/2/2019,14/02/2019,2,246,Upscale King,112,,,,Best Available Rate
12666,16/01/2019,25/01/2019,2,510,Premier King,110,,,,Best Available Rate
12670,16/01/2019,24/01/2019,1,62.25,King,203,,,,Expedia
12674,16/01/2019,16/01/2019,1,68,Double ,108,,,,Best Available Rate
12675,16/01/2019,16/02/2019,1,69,King,107,,,,Best Available Rate
12676,16/01/2019,16/01/2019,1,68,Double ,101,,,,Best Available Rate
12680,16/01/2019,25/01/2019,2,511,King,202,,,,Best Available Rate
12681,17/01/2019,13/03/2019,1,148,Sweetheart King,102,,,,Best Available Rate
12682,17/01/2019,16/01/2019,1,68,King,103,,,,Best Available Rate
12683,17/01/2019,17/01/2019,1,83,Premier King,110,Bremen,,28211,Booking.com
12684,17/01/2019,17/01/2019,1,62.25,Double ,106,,,,Expedia
12687,17/01/2019,17/01/2019,1,66.42,King,207,,,,Expedia
12689,17/01/2019,22/02/2019,2,276,Double ,209,,,,Best Available Rate
12690,17/01/2019,20/01/2019,1,83,King,103,,,,Booking.com
12967,6/2/2019,6/2/2019,1,78,King,203,,,,Best Available Rate
12695,18/01/2019,21/01/2019,1,75.66,King,201,,,,Best Available Rate
12696,18/01/2019,20/01/2019,3,224,Double ,209,,,,Best Available Rate
12699,19/01/2019,19/01/2019,1,114.46,Upscale King,211,,,,Best Available Rate
12700,19/01/2019,15/02/2019,2,214.5,King,204,,,,Expedia
12701,19/01/2019,19/01/2019,1,114.46,Double ,104,,,,Best Available Rate
