Reservation_No,DateMade_Short,Arrive_Date_Short,Nights,TotalRate,Room Type,Room,City,State,Zip Code,Rate_Type
7209,23/01/2018,23/01/2018,1,58,King,103,Bellevue,,98004,Expedia
7213,23/01/2018,24/01/2018,1,58,King,203,Miami,FL,33133,Expedia
7214,23/01/2018,24/01/2018,1,78,Double ,104,.,,,Booking.com
7215,23/01/2018,23/01/2018,1,58,Sweetheart King,102,Bellevue,,98004,Expedia
7216,23/01/2018,23/01/2018,1,78,Premier King,110,,,,Best Available Rate
7217,23/01/2018,25/01/2018,3,520,Double ,206,Bellevue,,98004,Expedia
7218,23/01/2018,13/03/2018,2,207,King,103,Exton,PA,19341,Expedia
7222,24/01/2018,25/02/2018,2,229.5,King,203,Bellevue,,98004,Expedia
7223,24/01/2018,25/02/2018,2,229.5,King,201,Bellevue,,98004,Expedia
7224,24/01/2018,25/02/2018,2,229.5,King,202,Bellevue,,98004,Expedia
7225,24/01/2018,24/01/2018,2,116,King,201,Margate,FL,33063,Expedia
7227,24/01/2018,24/01/2018,1,55.76,Double ,109,Naples,FL,34112,Best Available Rate
7228,24/01/2018,25/01/2018,1,68,Double ,109,Naples,FL,34112,Best Available Rate
7229,24/01/2018,24/01/2018,1,55.76,King,202,,,,Best Available Rate
7231,24/01/2018,24/01/2018,1,65.96,Double ,210,,,,Best Available Rate
7234,24/01/2018,31/01/2018,1,98,Upscale King,112,,,,Best Available Rate
7235,24/01/2018,25/01/2018,1,68,King,103,,,,Best Available Rate
7240,24/01/2018,17/02/2018,1,148,King,103,,,,Best Available Rate
7241,24/01/2018,25/01/2018,1,58,King,107,Bellevue,,98004,Expedia
7242,24/01/2018,29/01/2018,3,132,Double ,206,Bellevue,,98004,Expedia
7243,24/01/2018,25/01/2018,2,251.5,Upscale King,211,Bellevue,,98004,Expedia
7246,25/01/2018,30/01/2018,1,75.66,King,202,,,,Best Available Rate
7248,25/01/2018,29/01/2018,1,66,Double ,210,Bellevue,,98004,Expedia
7250,25/01/2018,25/01/2018,1,68,King,203,,,,Best Available Rate
7251,25/01/2018,25/01/2018,1,78,King,205,,,,Best Available Rate
7252,25/01/2018,26/01/2018,3,614,Upscale Jacuzzi King,111,,,,Best Available Rate
7255,25/01/2018,20/02/2018,3,364,King,103,,,,Best Available Rate
7261,26/01/2018,10/2/2018,1,158,Upscale King,211,Ormond Beach,FL,32174,Best Available Rate
7264,26/01/2018,7/2/2018,3,545.14,King,201,,,,Best Available Rate
7265,27/01/2018,28/01/2018,1,66,King,107,Bellevue,,98004,Expedia
7266,27/01/2018,27/01/2018,1,200.9,Double ,210,Shalimar,FL,32579,Best Available Rate
7267,27/01/2018,28/01/2018,1,63.96,Sweetheart King,102,Clearwater,FL,33767,Best Available Rate
7269,27/01/2018,28/01/2018,1,66,Premier King,105,Bellevue,,98004,Expedia
7270,27/01/2018,28/01/2018,1,66,Premier King,110,Bellevue,,98004,Expedia
7271,27/01/2018,28/01/2018,1,66,Double ,106,Bellevue,,98004,Expedia
7272,27/01/2018,14/02/2018,2,207,King,204,Bellevue,,98004,Expedia
7273,27/01/2018,27/01/2018,1,198,Upscale King,112,,,,Best Available Rate
7274,28/01/2018,27/01/2018,1,88,King,204,.,,,Booking.com
7342,31/01/2018,2/2/2018,1,79,Double ,104,Nokomis,FL,34275,Best Available Rate
7277,28/01/2018,16/02/2018,3,411.28,King,201,San Jose,CA,95124,Best Available Rate
7278,28/01/2018,16/03/2018,2,296,Sweetheart King,102,,,,Best Available Rate
7280,28/01/2018,28/01/2018,1,66,Double ,209,Bellevue,,98004,Expedia
7281,28/01/2018,28/01/2018,1,88,King,103,Norwalk,,6854,Booking.com
7283,28/01/2018,28/01/2018,1,75.66,Double ,206,,,,Best Available Rate
7284,28/01/2018,17/03/2018,1,128,King,103,,,,Best Available Rate
7286,28/01/2018,28/01/2018,1,63.96,Upscale King,112,Dubuque,IA,52001,Best Available Rate
7287,28/01/2018,28/01/2018,1,66,Double ,101,Bellevue,,98004,Expedia
7292,29/01/2018,30/01/2018,1,98,Sweetheart King,102,,,,Best Available Rate
7294,29/01/2018,25/01/2019,2,490,Double ,109,,,,Best Available Rate
7297,29/01/2018,3/2/2018,1,138,Double ,106,,,,Best Available Rate
7310,29/01/2018,30/01/2018,1,66,King,205,Bellevue,,98004,Expedia
7311,29/01/2018,30/01/2018,1,66,Double ,101,Bellevue,,98004,Expedia
7312,29/01/2018,30/01/2018,2,176,King,212,.,,,Booking.com
7314,29/01/2018,29/01/2018,1,88,King,205,Killington,,5751,Booking.com
7316,29/01/2018,10/2/2018,1,158,Upscale Jacuzzi King,111,North Port,FL,34287,Best Available Rate
7319,30/01/2018,30/01/2018,1,52.29,King,103,Norwalk,,6854,Booking.com
7321,30/01/2018,30/01/2018,1,66,Premier King,105,Bellevue,,98004,Expedia
7322,30/01/2018,30/01/2018,1,66,King,107,Bellevue,,98004,Expedia
7323,30/01/2018,30/01/2018,1,98,Upscale Jacuzzi King,111,,,,Best Available Rate
7332,30/01/2018,16/02/2018,1,103.5,Double ,106,Saint Petersburg,FL,33711,Expedia
7333,30/01/2018,22/02/2018,4,459,Double ,208,Bellevue,,98004,Expedia
7334,31/01/2018,10/2/2018,1,118.5,Double ,106,Saint Johns,FL,32259,Expedia
7341,31/01/2018,24/04/2018,1,158,Sweetheart King,102,,,,Best Available Rate
7343,31/01/2018,31/01/2018,1,66,Double ,106,Bellevue,,98004,Expedia
7344,31/01/2018,22/02/2018,1,103.5,Premier King,105,Boerne,TX,78006,Expedia
7345,31/01/2018,31/01/2018,1,98,Sweetheart King,102,,,,Best Available Rate
7356,1/2/2018,1/2/2018,3,284,Double ,108,,,,Best Available Rate
7348,31/01/2018,31/01/2018,1,98,Upscale King,211,,South Carolina,29303,Best Available Rate
7350,31/01/2018,31/01/2018,2,156,King,205,Oak Ridge,TN,37830,Best Available Rate
7351,31/01/2018,4/5/2018,2,237,Double ,108,Bellevue,,98004,Expedia
7352,1/2/2018,4/4/2018,1,138,Double ,104,,,,Best Available Rate
7353,1/2/2018,1/2/2018,4,341.44,Double ,210,,,,Best Available Rate
7354,1/2/2018,1/2/2018,3,232.88,Double ,208,,,,Best Available Rate
7355,1/2/2018,18/02/2018,1,111,Double ,101,Palm Harbor,FL,34683,Expedia
7358,1/2/2018,1/2/2018,1,85.36,Upscale King,112,,,,Best Available Rate
7359,1/2/2018,1/2/2018,1,72.16,Double ,106,,,,Best Available Rate
7525,7/2/2018,12/2/2018,3,81,Double ,209,,,,Best Available Rate
7362,1/2/2018,17/03/2018,1,138,Double ,106,.,,,Booking.com
7366,1/2/2018,24/02/2018,1,198,Upscale King,211,Brandon,FL,33510,Best Available Rate
7368,1/2/2018,10/2/2018,1,168,King,103,North port,,34286,Booking.com
7369,1/2/2018,1/2/2018,1,98,Double ,109,.,,,Booking.com
7370,1/2/2018,2/2/2018,2,216,King,212,.,,,Booking.com
7371,1/2/2018,2/2/2018,1,95.06,Double ,206,Gainesville,FL,32607,Best Available Rate
7374,2/2/2018,23/02/2018,1,158,Premier King,105,,,,Best Available Rate
7375,2/2/2018,8/2/2018,1,113,Double ,106,Napa,CA,94558,Best Available Rate
7376,2/2/2018,3/2/2018,1,108,Sweetheart King,102,Tampa,FL,33603,Booking.com
7378,2/2/2018,3/2/2018,1,97.2,Upscale King,112,,,,Best Available Rate
7380,2/2/2018,2/2/2018,1,80.36,King,202,,,,Best Available Rate
7381,2/2/2018,5/2/2018,1,73.5,King,201,Bellevue,,98004,Expedia
7382,2/2/2018,2/2/2018,1,108,Sweetheart King,102,,,,Best Available Rate
7384,2/2/2018,25/02/2018,2,229.5,King,107,Bellevue,,98004,Expedia
7385,2/2/2018,3/2/2018,1,95.06,Double ,104,,,,Best Available Rate
7386,2/2/2018,2/2/2018,1,108,Upscale Jacuzzi King,111,Valdosta,GA,31605,Best Available Rate
7387,2/2/2018,2/2/2018,1,108,Double ,106,Bellevue,WA,98004,Expedia
7391,3/2/2018,15/02/2018,1,108,Double ,101,Poinciana,FL,34759,Best Available Rate
7393,3/2/2018,8/3/2018,2,297,Double ,109,Helena,MT,59601,Expedia
7394,3/2/2018,3/2/2018,1,81,King,107,Murrysville,PA,15668,Expedia
7395,3/2/2018,3/2/2018,1,108,Upscale King,211,.,,,Booking.com
7400,3/2/2018,23/02/2018,1,126,King,201,Bellevue,,98004,Expedia
7405,3/2/2018,6/2/2018,2,168.92,Double ,106,,,,Best Available Rate
7406,3/2/2018,10/2/2018,1,133.86,King,204,Lake Mary,FL,32746,Best Available Rate
7424,4/2/2018,5/2/2018,1,73.5,King,103,Bellevue,,98004,Expedia
7426,4/2/2018,11/2/2018,1,98.5,Premier King,105,,,,Expedia
7427,4/2/2018,1/3/2018,1,128,Double ,108,,,,Best Available Rate
7429,4/2/2018,7/2/2018,2,192,King,212,Bellevue,,98004,Expedia
7430,4/2/2018,6/2/2018,1,73.5,Double ,101,Bellevue,,98004,Expedia
7431,4/2/2018,3/3/2018,1,138,King,103,.,,,Booking.com
7432,4/2/2018,16/02/2018,1,163,Sweetheart King,102,Charleston,IL,61920,Best Available Rate
7433,4/2/2018,22/06/2018,1,118.5,Double ,101,Bellevue,,98004,Expedia
7434,4/2/2018,4/2/2018,1,88,King,207,,,,Best Available Rate
7435,4/2/2018,9/2/2018,1,178,King,212,Tampa,FL,33611,Best Available Rate
7436,4/2/2018,3/3/2018,1,128,Premier King,105,,,,Best Available Rate
8613,6/4/2018,6/4/2018,2,193.52,King,207,North Port,FL,34288,Best Available Rate
7440,5/2/2018,17/02/2018,1,158,Premier King,110,,,,Best Available Rate
7441,5/2/2018,8/2/2018,1,96,King,204,Bellevue,,98004,Expedia
7459,5/2/2018,14/02/2018,4,406.5,Double ,206,Draper,UT,84020,Expedia
7460,5/2/2018,7/2/2018,2,236,King,103,Punta Gorda,FL,33955,Best Available Rate
7461,5/2/2018,8/3/2018,3,438,Double ,104,Bellevue,,98004,Expedia
7480,5/2/2018,8/2/2018,1,118,Double ,208,,,,Best Available Rate
7481,5/2/2018,8/2/2018,1,96.76,King,203,East Haddam,CT,6423,Best Available Rate
7482,5/2/2018,6/2/2018,1,72.16,King,107,,,,Best Available Rate
7483,5/2/2018,6/2/2018,1,72.16,King,203,,,,Best Available Rate
7484,5/2/2018,8/2/2018,3,454,King,107,,,,Best Available Rate
7485,5/2/2018,7/2/2018,1,128,Double ,108,Orlando,FL,32827,Booking.com
7488,5/2/2018,24/02/2018,5,790,Premier King,110,Tampa,FL,33606,Best Available Rate
7489,6/2/2018,2/3/2018,2,207,King,204,Bellevue,,98004,Expedia
7490,6/2/2018,9/2/2018,2,336,Double ,101,Wynnewood,PA,19096,Best Available Rate
7492,6/2/2018,16/02/2018,2,286,King,212,North Providence,RI,2911,Best Available Rate
7493,6/2/2018,21/02/2018,8,1086,Double ,210,.,,,Booking.com
7494,6/2/2018,19/02/2018,1,88.5,Double ,209,Bellevue,,98004,Expedia
7495,6/2/2018,7/2/2018,2,256,Upscale King,112,,,,Best Available Rate
7496,6/2/2018,6/2/2018,1,72.16,King,103,,,,Best Available Rate
7497,6/2/2018,7/2/2018,1,96,Premier King,105,Tampa,FL,33629,Expedia
7512,6/2/2018,6/2/2018,1,73.5,Double ,104,Bellevue,,98004,Expedia
7866,6/2/2018,21/02/2018,3,316.125,King,107,Bellevue,,98004,Expedia
7514,6/2/2018,6/2/2018,1,73.5,Double ,108,Bellevue,,98004,Expedia
7517,6/2/2018,17/02/2018,1,148,Double ,109,,,,Best Available Rate
7518,6/2/2018,6/2/2018,1,88,Premier King,110,,,,Best Available Rate
7521,6/2/2018,24/02/2018,1,153.26,Double ,101,Miami,FL,33133,Best Available Rate
7522,7/2/2018,16/02/2018,1,138,Double ,108,,,,Best Available Rate
7527,7/2/2018,26/02/2018,2,237,Double ,208,Bellevue,,98004,Expedia
7528,7/2/2018,23/03/2018,1,158,Upscale Jacuzzi King,111,,,,Best Available Rate
7529,7/2/2018,7/2/2018,1,118,King,107,Louisville,KY,40223,Best Available Rate
7535,7/2/2018,16/02/2018,1,148,Double ,101,.,,,Booking.com
7536,7/2/2018,7/2/2018,1,96,King,203,Jacksonville,FL,32234,Expedia
7537,7/2/2018,7/2/2018,1,128,Double ,109,Colorado Springs,CO,80920,Booking.com
7538,7/2/2018,7/2/2018,2,192,Double ,206,Fayetteville,GA,30215,Expedia
7539,7/2/2018,7/2/2018,1,96,King,202,Bellevue,,98004,Expedia
7541,7/2/2018,16/02/2018,3,424,King,107,,,,Best Available Rate
7542,7/2/2018,10/3/2018,22,2352,Double ,109,Bellevue,,98004,Expedia
7544,7/2/2018,3/3/2018,1,138,Double ,104,bethesda,,20814,Booking.com
7548,8/2/2018,13/02/2018,1,104.76,Double ,101,,,,Best Available Rate
7549,8/2/2018,3/3/2018,1,103.5,King,205,Winter Garden,FL,34787,Expedia
7550,8/2/2018,3/3/2018,1,103.5,King,202,Winter Garden,FL,34787,Expedia
7551,8/2/2018,3/3/2018,1,103.5,King,203,Winter Garden,FL,34787,Expedia
7552,8/2/2018,24/02/2018,1,153.26,King,201,Maitland,FL,32751,Best Available Rate
7553,8/2/2018,8/2/2018,1,78,King,202,Poinciana,FL,34759,Best Available Rate
7554,8/2/2018,8/2/2018,1,96,Double ,108,Louisville,KY,40207,Expedia
7557,8/2/2018,8/2/2018,1,79,Double ,101,Hallandale Beach,FL,33009,Best Available Rate
7581,10/2/2018,10/2/2018,1,78,Double ,104,Palm Coast,FL,32164,Best Available Rate
7564,8/2/2018,8/2/2018,1,118,Double ,209,Miami,FL,33142,Best Available Rate
7565,8/2/2018,14/03/2018,4,414,Double ,101,Independence,MO,64052,Expedia
7568,8/2/2018,16/03/2018,2,256,Double ,209,,,,Best Available Rate
7570,8/2/2018,8/2/2018,1,0,Double ,109,,,,Comped Rate
7571,8/2/2018,3/3/2018,1,103.5,King,207,Kaysville,UT,84037,Expedia
7572,9/2/2018,16/03/2018,2,248.32,Double ,206,,,,Best Available Rate
7573,9/2/2018,3/3/2018,1,103.5,Double ,109,Carol Stream,IL,60188,Expedia
7574,9/2/2018,16/02/2018,2,326,Upscale King,112,Ocala,FL,34481,Best Available Rate
9206,30/05/2018,31/05/2018,2,146,Double ,104,,,,Best Available Rate
7576,9/2/2018,2/3/2018,3,414,Double ,108,Alexandria,LA,71302,Booking.com
7578,9/2/2018,9/2/2018,1,111,King,203,Bellevue,,98004,Expedia
7583,10/2/2018,17/03/2018,1,103.5,Premier King,105,Bellevue,,98004,Expedia
7587,10/2/2018,3/3/2018,1,148,Upscale King,211,,,,Best Available Rate
7588,10/2/2018,19/02/2018,1,128,Sweetheart King,102,,,,Best Available Rate
7589,10/2/2018,10/2/2018,1,103.5,King,201,Plant City,FL,33563,Expedia
7734,16/02/2018,17/02/2018,2,207,King,202,Plano,TX,75093,Best Available Rate
7766,18/02/2018,18/02/2018,1,59,King,203,,,,Best Available Rate
7592,10/2/2018,23/02/2018,1,126,King,202,Bellevue,,98004,Expedia
7593,10/2/2018,16/02/2018,1,111,Double ,209,Lakeland,FL,33803,Expedia
7594,10/2/2018,10/2/2018,1,103.5,King,202,Atlanta,GA,30308,Expedia
7596,10/2/2018,10/2/2018,1,103.5,Double ,109,Gainesville,FL,32601,Expedia
7598,10/2/2018,10/2/2018,1,128,Double ,208,Satellite Beach,FL,32937,Best Available Rate
7599,10/2/2018,10/2/2018,1,81,King,212,Bowie,MD,20715,Expedia
7600,10/2/2018,23/02/2018,2,376,Sweetheart King,102,,,,Best Available Rate
7628,11/2/2018,13/02/2018,1,81,Upscale King,211,Canford Magna,England,BH21 3AE,Expedia
15258,17/08/2019,17/08/2019,1,98,Upscale Jacuzzi King,111,,,,Best Available Rate
7635,11/2/2018,13/02/2018,2,162,Double ,104,Bellevue,,98004,Expedia
7644,11/2/2018,17/02/2018,1,168,Upscale King,211,,,,Best Available Rate
7645,11/2/2018,11/2/2018,1,98,Double ,109,Albany,GA,31705,Best Available Rate
7648,11/2/2018,16/02/2018,2,372.48,Double ,208,,,,Best Available Rate
7651,11/2/2018,7/3/2018,1,178,Double ,104,,,,Best Available Rate
7652,12/2/2018,12/2/2018,1,98,Premier King,105,,,,Best Available Rate
7653,12/2/2018,12/2/2018,1,78,King,204,,,,Best Available Rate
7654,12/2/2018,16/02/2018,2,234.52,King,204,Pensacola,FL,32507,Best Available Rate
7655,12/2/2018,5/3/2018,2,276,Premier King,110,Washington,DC,20007,Best Available Rate
7656,12/2/2018,15/02/2018,2,216,Double ,104,,,,Best Available Rate
7657,12/2/2018,17/02/2018,1,118,Double ,104,,,,Best Available Rate
7658,12/2/2018,13/02/2018,3,294,King,212,,,,Best Available Rate
7660,12/2/2018,12/2/2018,1,98,Double ,104,,,,Best Available Rate
7661,12/2/2018,12/2/2018,1,95.06,Double ,101,,,,Best Available Rate
7663,12/2/2018,26/02/2018,2,237,Double ,209,Bellevue,,98004,Expedia
7664,13/02/2018,2/3/2018,1,138,Double ,109,,,,Booking.com
7665,13/02/2018,13/02/2018,1,0,King,107,,,,Best Available Rate
7666,13/02/2018,14/02/2018,1,88,King,103,.,,,Booking.com
8193,14/03/2018,16/03/2018,2,216,King,212,South Point,OH,45680,Best Available Rate
7670,13/02/2018,20/02/2018,1,81,Sweetheart King,102,Bellevue,,98004,Expedia
7671,13/02/2018,13/02/2018,1,127.92,Sweetheart King,102,Colorado Springs,CO,80922,Best Available Rate
7673,13/02/2018,13/02/2018,1,78,Premier King,105,Clarksburg,MD,20871,Best Available Rate
7674,13/02/2018,13/02/2018,1,78,King,204,Bonita Springs,FL,34134,Best Available Rate
7675,13/02/2018,13/02/2018,1,75.66,Double ,106,Albany,NY,12203,Best Available Rate
7677,13/02/2018,14/02/2018,1,0,Premier King,110,,,,Comped Rate
7678,13/02/2018,15/02/2018,1,66,King,103,Bellevue,,98004,Expedia
7679,13/02/2018,13/02/2018,3,191.88,Double ,210,,,,Best Available Rate
7680,13/02/2018,13/02/2018,2,75.66,King,207,,,,Best Available Rate
7683,13/02/2018,13/02/2018,2,176,Double ,108,rio de Janeiro,,22795045,Booking.com
7684,13/02/2018,14/02/2018,1,88,Double ,101,Fort Myers,FL,33967,Booking.com
7685,13/02/2018,17/03/2018,1,103.5,King,202,Bellevue,,98004,Expedia
7686,13/02/2018,14/02/2018,2,132,Double ,106,Bellevue,,98004,Expedia
7687,14/02/2018,2/3/2018,1,138,King,103,Canastota,,13032,Booking.com
7962,27/02/2018,5/3/2018,1,98,King,202,,,,Best Available Rate
7695,14/02/2018,14/02/2018,1,63.96,Double ,208,,,,Best Available Rate
7696,14/02/2018,3/3/2018,1,128,Double ,209,Dunedin,FL,34698,Best Available Rate
7698,14/02/2018,18/02/2018,2,169.5,King,103,Carlton,MN,55718,Expedia
7702,14/02/2018,18/02/2018,3,334,Upscale Jacuzzi King,111,,,,Best Available Rate
7705,14/02/2018,2/3/2018,1,138,Premier King,110,,,,Best Available Rate
7706,14/02/2018,1/3/2018,3,310.5,King,212,Bellevue,,98004,Expedia
7707,14/02/2018,15/02/2018,1,66,Double ,209,Bellevue,,98004,Expedia
7709,15/02/2018,15/02/2018,1,66,King,107,Atlanta,GA,30313,Expedia
7710,15/02/2018,4/3/2018,5,790,King,103,Stuttgart,,70197,Booking.com
7711,15/02/2018,10/3/2018,1,141,King,203,Saint Petersburg,FL,33704,Expedia
7725,15/02/2018,18/02/2018,1,78,Double ,106,,,,Best Available Rate
7727,16/02/2018,5/3/2018,3,464,King,205,Charlottesville,VA,22902,Booking.com
7729,16/02/2018,23/02/2018,2,237,King,103,Bellevue,,98004,Expedia
7730,16/02/2018,23/03/2018,2,276,Premier King,110,Chelsea,AL,35043,Best Available Rate
7731,16/02/2018,16/02/2018,1,124.16,King,205,,,,Best Available Rate
7733,16/02/2018,16/02/2018,1,138,King,207,,,,Best Available Rate
7737,16/02/2018,7/3/2018,2,356,Double ,208,,,,Best Available Rate
7738,16/02/2018,24/02/2018,1,158,Double ,104,Saskatoon,SK,S7T 0W9,Booking.com
7739,17/02/2018,24/02/2018,1,118.5,Premier King,105,Ruskin,FL,33573,Expedia
7751,17/02/2018,16/03/2018,1,124.16,King,201,,,,Best Available Rate
7752,17/02/2018,21/02/2018,1,80.36,Double ,208,,,,Best Available Rate
7753,17/02/2018,24/02/2018,1,118.5,King,202,Sebring,FL,33875,Expedia
7754,17/02/2018,23/02/2018,1,118.5,Double ,104,Boston,NY,14025,Expedia
7756,17/02/2018,17/02/2018,2,266,Double ,210,,,,Best Available Rate
7757,17/02/2018,24/02/2018,3,434,Double ,109,Hamilton,ON,L0R 1K0,Best Available Rate
7762,17/02/2018,20/02/2018,1,78,Double ,106,Naples,FL,,Best Available Rate
7764,17/02/2018,21/02/2018,1,108,Sweetheart King,102,,,,Best Available Rate
7765,18/02/2018,18/02/2018,1,114.46,King,205,,,,Best Available Rate
7767,18/02/2018,23/02/2018,1,118.5,King,204,Bellevue,,98004,Expedia
7768,18/02/2018,18/02/2018,1,88,King,204,Haverhill,,1835,Booking.com
7908,24/02/2018,24/02/2018,1,158,Double ,108,,,,Best Available Rate
7770,18/02/2018,23/02/2018,1,103.5,Double ,209,Venice,FL,34293,Expedia
7775,18/02/2018,23/02/2018,4,522,King,212,,,,Best Available Rate
7776,18/02/2018,18/02/2018,1,78,Sweetheart King,102,Orlando,FL,32828,Best Available Rate
7777,18/02/2018,22/02/2018,3,273,King,207,Bellevue,,98004,Expedia
7778,18/02/2018,24/02/2018,1,103.5,King,204,Bellevue,,98004,Expedia
7854,21/02/2018,5/4/2018,1,138,Double ,106,,,,Best Available Rate
7891,23/02/2018,23/02/2018,1,78,Double ,101,,,,Best Available Rate
7789,18/02/2018,19/02/2018,1,88,Upscale King,112,.,,,Booking.com
7792,19/02/2018,23/02/2018,2,248.32,King,203,Bondurant,IA,50035,Best Available Rate
7793,19/02/2018,19/02/2018,1,75.66,King,212,,,,Best Available Rate
7794,19/02/2018,19/02/2018,1,78,King,207,,,,Best Available Rate
7795,19/02/2018,15/03/2018,1,98,Double ,106,,,,Best Available Rate
7845,20/02/2018,19/02/2018,1,78,King,107,,,,Best Available Rate
7798,19/02/2018,19/02/2018,2,132,Double ,206,Bellevue,,98004,Expedia
7799,19/02/2018,25/02/2018,4,482,Double ,108,Sarnia,ON,N7S 2Y3,Booking.com
7800,19/02/2018,21/02/2018,2,132,Double ,106,Orlando,FL,32804,Expedia
7801,19/02/2018,19/02/2018,4,255.84,Premier King,110,,,,Best Available Rate
7805,19/02/2018,2/3/2018,1,108,King,202,Henderson,,89014,Booking.com
7819,20/02/2018,22/02/2018,1,66,King,205,Bellevue,,98004,Expedia
7820,20/02/2018,6/3/2018,1,81,Double ,101,Bellevue,,98004,Expedia
8670,11/4/2018,11/4/2018,1,78,Upscale King,211,Cape Coral,FL,33904,Best Available Rate
7822,20/02/2018,4/3/2018,4,512,Upscale Jacuzzi King,111,,,,Best Available Rate
7824,20/02/2018,21/02/2018,1,78,Upscale Jacuzzi King,111,,,,Best Available Rate
7853,21/02/2018,21/02/2018,3,156,Double ,109,,,,Best Available Rate
7833,20/02/2018,21/02/2018,2,156,King,204,,,,Best Available Rate
7834,20/02/2018,21/02/2018,1,88,King,207,,,,Booking.com
7848,20/02/2018,22/03/2018,2,246,Double ,206,,,,Best Available Rate
7849,20/02/2018,22/02/2018,1,66,King,203,Bellevue,,98004,Expedia
7850,20/02/2018,10/3/2018,1,178,King,205,Jupiter,FL,33458,Best Available Rate
7851,21/02/2018,21/04/2018,4,592,King,107,.,,,Booking.com
12043,28/11/2018,30/11/2018,3,274,King,203,,,,Best Available Rate
7855,21/02/2018,22/02/2018,1,66,King,212,Bellevue,,98004,Expedia
7856,21/02/2018,28/02/2018,3,284,King,107,,,,Best Available Rate
7857,21/02/2018,28/02/2018,3,284,King,203,,,,Best Available Rate
7859,21/02/2018,28/02/2018,1,88,King,202,,,,Best Available Rate
7861,21/02/2018,17/03/2018,2,236,Double ,104,,,,Best Available Rate
7862,21/02/2018,2/3/2018,1,98,Double ,206,Belleview,FL,34420,Best Available Rate
7864,21/02/2018,21/02/2018,1,98,King,205,,,,Booking.com
7869,21/02/2018,21/02/2018,1,73.5,Double ,209,Orlando,FL,32811,Expedia
7870,21/02/2018,21/02/2018,1,98,Upscale King,211,,,,Best Available Rate
7872,21/02/2018,21/02/2018,1,98,King,203,,,,Best Available Rate
7873,21/02/2018,21/02/2018,1,80.36,King,212,,,,Best Available Rate
7874,21/02/2018,22/02/2018,1,96,King,201,Bellevue,,98004,Expedia
7875,21/02/2018,7/3/2018,4,571.5,King,201,Bellevue,,98004,Expedia
7876,22/02/2018,24/02/2018,1,153.26,King,205,Naples,FL,34110,Best Available Rate
12154,7/12/2018,10/12/2018,1,0,King,201,,,,Comped Rate
7878,22/02/2018,17/03/2018,1,138,Double ,108,,,,Best Available Rate
7879,22/02/2018,6/3/2018,2,214.5,Double ,109,Bellevue,,98004,Expedia
7896,23/02/2018,23/02/2018,1,135,King,205,,,,Best Available Rate
7883,22/02/2018,27/02/2018,1,128,Double ,109,Hamilton,ON,L0R 1K0,Best Available Rate
7884,22/02/2018,22/02/2018,1,138,Upscale King,211,,,,Best Available Rate
7887,22/02/2018,14/04/2018,1,111,King,207,Bellevue,,98004,Expedia
7889,22/02/2018,2/3/2018,2,267.72,Double ,210,Cooper City,FL,33328,Best Available Rate
7890,22/02/2018,22/02/2018,1,112,Double ,209,,,,Best Available Rate
7892,23/02/2018,27/02/2018,2,227,King,204,Bellevue,,98004,Expedia
7894,23/02/2018,20/03/2018,1,81,Double ,108,Bellevue,,98004,Expedia
7895,23/02/2018,20/03/2018,1,81,Double ,106,Bellevue,,,Expedia
7900,24/02/2018,10/3/2018,1,141,King,202,Cape Coral,FL,33909,Expedia
7902,24/02/2018,16/03/2018,2,214.5,King,203,Bellevue,,98004,Expedia
7903,24/02/2018,20/07/2018,2,296,King,207,,,,Booking.com
7904,24/02/2018,10/7/2018,1,128,King,202,,,,Best Available Rate
7906,24/02/2018,6/3/2018,2,276,Double ,106,St. Augustine,FL,32084,Best Available Rate
7907,24/02/2018,1/3/2018,1,138,King,202,,,,Booking.com
9662,20/07/2018,28/07/2018,1,98,Sweetheart King,102,,,,Best Available Rate
7913,24/02/2018,9/3/2018,2,356,Double ,208,,,,Best Available Rate
7914,24/02/2018,22/03/2018,3,294,Premier King,105,,,,Best Available Rate
7915,25/02/2018,16/03/2018,2,286,King,205,,,,Booking.com
7917,25/02/2018,26/02/2018,3,384,King,205,,,,Best Available Rate
7918,25/02/2018,17/03/2018,2,228.92,King,201,,,,Best Available Rate
7919,25/02/2018,17/03/2018,1,133.86,King,107,,,,Best Available Rate
7920,25/02/2018,3/3/2018,3,323.98,King,201,Huntington Beach,CA,92647,Best Available Rate
7928,25/02/2018,25/02/2018,1,108,Sweetheart King,102,Tampa,FL,33610,Best Available Rate
7929,25/02/2018,25/02/2018,1,80.36,Upscale Jacuzzi King,111,,,,Best Available Rate
7930,25/02/2018,25/02/2018,1,88,Double ,104,,,,Best Available Rate
7931,25/02/2018,10/3/2018,1,141,King,204,Bellevue,,98004,Expedia
8116,9/3/2018,11/3/2018,3,199,Upscale King,211,Tampa,FL,33688,Best Available Rate
8172,26/02/2018,13/03/2018,3,324,Double ,108,,,,Booking.com
7939,26/02/2018,26/02/2018,1,128,Upscale Jacuzzi King,111,,,,Best Available Rate
7941,26/02/2018,26/02/2018,1,128,Upscale King,211,,,,Best Available Rate
7943,26/02/2018,20/03/2018,1,108,Double ,206,Whitby,,,Booking.com
7944,26/02/2018,15/03/2018,1,98,King,203,,,,Best Available Rate
7946,26/02/2018,24/03/2018,1,81,King,202,Bellevue,FL,34638,Expedia
